STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 8:51,FM-15,SCT:04 37 SCT:04 55 BKN:07 100,10,,35,1.7,32,0.1,28,-2.2,76,6,250,,29.31,1,-0.01,30.05,,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 9:51,FM-15,SCT:04 19 BKN:07 38,10,,38,3.3,34,1.2,28,-2.2,68,8,270,,29.31,,,30.05,,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 10:51,FM-15,BKN:07 27,10,,41,5,36,2.3,28,-2.2,60,11,260,,29.3,,,30.04,,30.02,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 11:51,FM-15,BKN:07 33,10,,43,6.1,37,3,27,-2.8,53,7,250,16,29.29,8,0.02,30.03,,30.01,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 12:51,FM-15,FEW:02 35 SCT:04 300,10,,45,7.2,39,3.7,25,-3.9,46,14,300,17,29.28,,,30.01,,30,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 13:51,FM-15,FEW:02 35 SCT:04 300,10,,45,7.2,39,3.7,25,-3.9,46,7,320,,29.27,,,30,,29.99,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 14:51,FM-15,FEW:02 40 SCT:04 300,10,,46,7.8,39,4,21,-6.1,37,9,340,17,29.26,6,0.03,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 15:51,FM-15,FEW:02 40 SCT:04 250,10,,47,8.3,40,4.5,20,-6.7,34,6,320,,29.26,,,29.99,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 16:51,FM-15,FEW:02 40 SCT:04 200 SCT:04 250,10,,44,6.7,38,3.1,21,-6.1,40,8,330,,29.26,,,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 17:51,FM-15,FEW:02 170 SCT:04 250,10,,43,6.1,37,2.6,20,-6.7,40,9,310,,29.27,3,-0.01,30.01,,29.99,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 18:51,FM-15,SCT:04 120 SCT:04 250,10,,39,3.9,34,1,24,-4.4,55,8,80,,29.28,,,30.02,,30,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 19:51,FM-15,FEW:02 120,10,,38,3.3,33,0.5,23,-5,55,6,90,,29.3,,,30.04,,30.02,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 20:51,FM-15,FEW:02 120,10,,36,2.2,32,-0.3,23,-5,59,5,140,,29.29,0,-0.02,30.04,,30.01,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 21:51,FM-15,CLR:00,10,,35,1.7,31,-0.5,24,-4.4,64,6,150,,29.28,,,30.02,,30,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 22:51,FM-15,FEW:02 110,10,,31,-0.6,28,-2.3,22,-5.6,69,3,170,,29.29,,,30.03,,30.01,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 23:51,FM-15,BKN:07 100 BKN:07 140,10,,35,1.7,31,-0.5,24,-4.4,64,3,120,,29.28,6,0.01,30.02,,30,47,30,38,-1.7,,,,27,0,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/20/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,47,30,38,-1.7,60,,32,27,0,1154,5,0.04,0.7,,29,30,8,28,320,21,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 0:51,FM-15,BKN:07 100 OVC:08 110,10,,36,2.2,32,-0.2,24,-4.4,62,5,80,,29.27,,,30.01,,29.99,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 1:51,FM-15,SCT:04 90 BKN:07 120 OVC:08 140,10,,35,1.7,31,-0.5,24,-4.4,64,7,110,,29.27,,,30,,29.99,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 2:51,FM-15,SCT:04 95,10,,34,1.1,31,-0.8,25,-3.9,70,9,140,,29.24,8,0.04,29.98,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 3:51,FM-15,FEW:02 100,8,,31,-0.6,29,-1.7,26,-3.3,82,6,130,,29.24,,,29.97,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 4:51,FM-15,CLR:00,6,HZ:7 |FU:05 |HZ:05,32,0,30,-1.1,27,-2.8,82,7,130,,29.24,,,29.97,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 5:51,FM-15,FEW:02 7,4,HZ:7 |FU:05 |HZ:05,33,0.6,31,-0.6,28,-2.2,82,8,110,,29.24,5,0,29.98,,29.96,,,,,,,,,,1154,5,0.01,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 6:51,FM-15,CLR:00,3,HZ:7 |FU:05 |HZ:05,34,1.1,32,-0.1,29,-1.7,82,7,100,,29.25,,,29.99,,29.97,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 7:51,FM-15,FEW:02 9,5,HZ:7 |FU:05 |HZ:05,37,2.8,34,1.1,30,-1.1,76,9,110,,29.22,,,29.96,,29.94,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 8:51,FM-15,FEW:02 11,6,HZ:7 |FU:05 |HZ:05,39,3.9,35,1.8,30,-1.1,70,10,110,,29.22,8,0.02,29.96,,29.94,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 9:51,FM-15,CLR:00,7,,42,5.6,38,3.1,31,-0.6,65,8,130,17,29.2,,,29.94,,29.92,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 10:51,FM-15,FEW:02 250,8,,45,7.2,40,4.3,32,0,61,9,120,,29.17,,,29.91,,29.89,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 11:51,FM-15,SCT:04 300,9,,49,9.4,43,6,33,0.6,55,11,100,,29.13,8,0.1,29.85,,29.84,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 12:51,FM-15,FEW:02 300,10,,50,10,44,6.5,34,1.1,54,16,140,,29.08,,,29.81,,29.8,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 13:51,FM-15,SCT:04 250,10,,51,10.6,44,6.9,34,1.1,52,14,130,,29.05,,,29.77,,29.76,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 14:51,FM-15,SCT:04 120 BKN:07 250,10,,56,13.3,49,9.3,38,3.3,51,16,170,25,29.01,8,0.12,29.73,,29.72,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 15:51,FM-15,OVC:08 100,10,,56,13.3,49,9.4,39,3.9,53,17,190,,28.98,,,29.7,,29.69,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 16:51,FM-15,FEW:02 65 OVC:08 100,10,,55,12.8,48,9,39,3.9,55,8,190,,28.92,,,29.65,,29.63,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 17:51,FM-15,BKN:07 100 OVC:08 130,10,,57,13.9,49,9.5,35,1.7,44,16,240,26,28.98,5,0.02,29.7,,29.69,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 18:51,FM-15,OVC:08 85,10,,55,12.8,48,8.8,37,2.8,51,13,270,,28.98,,,29.7,,29.69,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 19:51,FM-15,OVC:08 85,10,,51,10.6,45,7.4,38,3.3,61,17,280,23,28.99,,,29.72,,29.7,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 20:51,FM-15,OVC:08 110,10,,48,8.9,42,5.5,32,0,54,14,300,30,29.03,3,-0.05,29.75,,29.74,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 21:51,FM-15,FEW:02 110,10,,46,7.8,40,4.6,31,-0.6,56,13,310,,29.05,,,29.78,,29.76,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 22:51,FM-15,SCT:04 25,10,,42,5.6,38,3.1,31,-0.6,65,18,300,28,29.1,,,29.82,,29.81,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 23:51,FM-15,FEW:02 25,10,,40,4.4,36,2,29,-1.7,65,17,300,25,29.13,3,-0.1,29.85,,29.84,58,30,44,3.9,,,,21,0,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/21/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,58,30,44,3.9,63,,33,21,0,1152,6,,,,29,30,11,30,290,23,300
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 0:51,FM-15,OVC:08 33,10,,39,3.9,35,1.5,28,-2.2,65,14,300,,29.16,,,29.89,,29.88,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 1:51,FM-15,OVC:08 33,10,,40,4.4,35,1.5,25,-3.9,55,20,330,29,29.19,,,29.93,,29.91,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 2:51,FM-15,BKN:07 30,10,,39,3.9,34,1.3,26,-3.3,60,17,310,24,29.22,1,-0.1,29.95,,29.94,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 3:51,FM-15,OVC:08 33,10,,38,3.3,34,0.9,26,-3.3,62,14,320,,29.25,,,29.98,,29.97,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 4:51,FM-15,OVC:08 31,10,,38,3.3,34,0.9,26,-3.3,62,13,320,,29.29,,,30.02,,30.01,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 5:51,FM-15,BKN:07 33 OVC:08 35,10,,37,2.8,33,0.4,25,-3.9,62,11,320,,29.32,1,-0.09,30.05,,30.04,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 6:51,FM-15,BKN:07 31,10,,37,2.8,33,0.4,25,-3.9,62,11,310,,29.36,,,30.09,,30.08,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 7:51,FM-15,BKN:07 41,10,,37,2.8,33,0.4,25,-3.9,62,8,300,,29.39,,,30.12,,30.11,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 8:51,FM-15,BKN:07 43,10,,40,4.4,35,1.5,24,-4.4,53,13,340,,29.42,1,-0.09,30.15,,30.14,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 9:51,FM-15,OVC:08 39,10,,40,4.4,34,1.4,23,-5,51,14,330,,29.42,,,30.15,,30.14,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 10:51,FM-15,OVC:08 46,10,,41,5,35,1.9,24,-4.4,51,15,330,,29.43,,,30.17,,30.15,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 11:51,FM-15,BKN:07 44,10,,41,5,35,1.9,24,-4.4,51,15,310,,29.44,3,-0.02,30.17,,30.16,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 12:51,FM-15,BKN:07 40,10,,40,4.4,35,1.5,24,-4.4,53,11,310,,29.43,,,30.17,,30.15,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 13:51,FM-15,BKN:07 42,10,,40,4.4,34,1.3,22,-5.6,49,13,290,22,29.44,,,30.17,,30.16,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 14:51,FM-15,BKN:07 42,10,,39,3.9,34,1,24,-4.4,55,16,300,,29.45,3,-0.01,30.19,,30.17,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 15:51,FM-15,BKN:07 39 BKN:07 200,10,,39,3.9,33,0.8,21,-6.1,48,15,310,,29.46,,,30.2,,30.18,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 16:51,FM-15,FEW:02 37 SCT:04 150 BKN:07 200,10,,36,2.2,31,-0.7,18,-7.8,48,14,290,,29.48,,,30.22,,30.2,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 17:51,FM-15,FEW:02 40 BKN:07 150 BKN:07 250,10,,35,1.7,30,-1.2,17,-8.3,48,14,320,,29.5,3,-0.05,30.24,,30.22,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 18:51,FM-15,FEW:02 40 BKN:07 150 OVC:08 250,10,,35,1.7,30,-1.3,15,-9.4,44,14,330,,29.51,,,30.25,,30.23,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 19:51,FM-15,BKN:07 150 BKN:07 250,10,,34,1.1,29,-1.8,14,-10,44,11,340,,29.52,,,30.26,,30.24,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 20:51,FM-15,FEW:02 15 SCT:04 150 BKN:07 250,10,,32,0,27,-2.7,13,-10.6,45,11,340,,29.53,3,-0.03,30.27,,30.25,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 21:51,FM-15,FEW:02 15 SCT:04 150 BKN:07 250,10,,31,-0.6,26,-3.3,10,-12.2,42,14,10,,29.55,,,30.3,,30.27,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 22:51,FM-15,FEW:02 27 SCT:04 130 BKN:07 250,10,,29,-1.7,24,-4.2,10,-12.2,45,10,360,,29.57,,,30.32,,30.3,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 23:51,FM-15,FEW:02 30 SCT:04 250,10,,27,-2.8,23,-5.2,8,-13.3,45,15,350,,29.6,1,-0.06,30.34,,30.32,41,27,34,-6.4,,,,31,0,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/22/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,41,26,34,-6.4,52,,32,31,0,1150,7,,,,29,30,14,30,320,24,320
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 0:51,FM-15,FEW:02 40 BKN:07 250,10,,25,-3.9,21,-6.2,7,-13.9,46,16,340,,29.6,,,30.36,,30.33,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 1:51,FM-15,FEW:02 150 BKN:07 250,10,,24,-4.4,20,-6.6,7,-13.9,48,14,360,,29.62,,,30.36,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 2:51,FM-15,FEW:02 170 BKN:07 250,10,,23,-5,19,-7.1,7,-13.9,50,15,340,,29.62,1,-0.04,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 3:51,FM-15,SCT:04 140 BKN:07 250,10,,22,-5.6,18,-7.5,7,-13.9,52,15,340,,29.63,,,30.39,,30.36,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 4:51,FM-15,SCT:04 35 BKN:07 130 BKN:07 250,10,,21,-6.1,18,-8,7,-13.9,54,13,340,,29.64,,,30.4,,30.37,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 5:51,FM-15,FEW:02 28 SCT:04 36 SCT:04 250,10,,20,-6.7,17,-8.4,7,-13.9,57,10,350,,29.66,2,-0.03,30.41,,30.39,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 6:51,FM-15,FEW:02 28 SCT:04 36 SCT:04 100,10,,21,-6.1,18,-8,7,-13.9,54,11,350,,29.67,,,30.43,,30.4,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 7:51,FM-15,FEW:02 26 SCT:04 150,10,,22,-5.6,18,-7.6,5,-15,48,11,360,,29.68,,,30.44,,30.41,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 8:51,FM-15,FEW:02 25 SCT:04 43 SCT:04 150,10,,23,-5,19,-7.1,6,-14.4,48,9,360,,29.69,3,-0.04,30.45,,30.42,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 9:51,FM-15,SCT:04 33,10,,26,-3.3,22,-5.7,7,-13.9,44,9,360,,29.69,,,30.45,,30.42,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 10:51,FM-15,BKN:07 39,10,,27,-2.8,23,-5.2,8,-13.3,45,10,300,,29.68,,,30.43,,30.41,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 11:51,FM-15,BKN:07 39,10,,28,-2.2,23,-4.8,7,-13.9,41,11,310,,29.66,8,0.02,30.42,,30.39,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 12:51,FM-15,SCT:04 49,10,,30,-1.1,25,-3.8,7,-13.9,38,9,330,,29.64,,,30.4,,30.37,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 13:51,FM-15,SCT:04 49,10,,29,-1.7,24,-4.3,5,-15,36,3,300,,29.62,,,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 14:51,FM-15,SCT:04 55,10,,31,-0.6,26,-3.3,7,-13.9,36,10,280,,29.62,6,0.06,30.37,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 15:51,FM-15,SCT:04 60,10,,31,-0.6,26,-3.3,6,-14.4,35,8,280,,29.62,,,30.37,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 16:51,FM-15,SCT:04 55,10,,28,-2.2,23,-4.7,8,-13.3,43,11,320,,29.62,,,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 17:51,FM-15,SCT:04 50,10,,28,-2.2,23,-4.8,7,-13.9,41,10,340,,29.62,0,-0.01,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 18:51,FM-15,FEW:02 50,10,,27,-2.8,23,-5.3,6,-14.4,41,7,340,,29.62,,,30.38,,30.35,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 19:51,FM-15,FEW:02 50,10,,25,-3.9,21,-6,10,-12.2,53,7,100,,29.62,,,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 20:51,FM-15,FEW:02 50,10,,21,-6.1,18,-7.6,11,-11.7,65,7,150,,29.62,8,0,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 21:51,FM-15,CLR:00,10,,20,-6.7,18,-8.1,11,-11.7,68,7,170,,29.62,,,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 22:51,FM-15,CLR:00,10,,21,-6.1,18,-7.6,11,-11.7,65,6,190,,29.62,,,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
